code,kokyozahyo_area
43101,0
43102,0
43103,0
43104,0
43105,0
43201,0
43202,18
43203,22
43204,0
43205,4
43206,0
43208,2
43210,5
43211,0
43212,0
43213,0
43214,53
43215,4
43216,0
43348,0
43364,0
43365,0
43367,0
43368,0
43369,0
43403,7
43404,0
43422,0
43423,2
43424,0
43425,4
43428,3
43432,12
43433,10
43441,0
43442,0
43443,0
43444,0
43447,0
43463,0
43468,0
43482,1
43484,0
43501,11
43505,27
43506,3
43507,59
43510,11
43511,51
43512,25
43513,22
43514,35
43531,1
