code,kokyozahyo_area
33101,0
33102,0
33103,1
33104,0
33201,0
33202,14
33203,31
33204,0
33205,0
33207,0
33208,14
33209,6
33210,7
33211,13
33212,4
33213,1
33214,29
33215,4
33216,0
33303,0
33321,0
33323,0
33346,7
33423,0
33445,0
33461,0
33586,14
33606,41
33622,0
33623,0
33643,3
33645,0
33646,0
33663,0
33666,2
33681,1
