code,area
26201,68013865.46413033
26202,4138784.8575204476
26203,16386162.87429627
26204,1911309.5063517687
26205,12619477.47280773
26206,15930899.142437467
26207,3292525.7871272867
26208,248853.20257083743
26209,242397.56024688986
26210,5069256.636038944
26211,33579873.074212216
26212,35104447.044945456
26213,20111788.543640476
26214,25602918.378638707
26322,3052982.745802065
26343,231849.2402927079
26344,360462.91326395934
26365,21463523.878757425
26366,439706.72799410444
26367,528750.3684428119
26407,11250065.507420031
26463,407478.45944593597
26465,15608295.137463547
27102,2460.754593490198
27103,10123.952507359827
27104,3739738.7417350365
27107,6188931.4080169005
27108,3908721.799118541
27109,340709.95623781113
27111,1165366.4808084022
27113,39899.725553136974
27117,14829.310635241265
27118,6043.083560037104
27122,882924.9524781626
27123,2427583.668418914
27124,804404.1462431246
27125,10713419.240864294
27126,2109150.444017302
27127,318311.2673056769
27128,832760.6716362755
27141,4685878.448936714
27142,425744.31417875725
27143,30145.123227557044
27144,847441.8318674143
27145,1481135.3627317646
27146,779514.9158111309
27147,143239.2870328321
27202,4280748.954318635
27203,5971350.235478198
27204,155608.83620351017
27205,884342.3334448077
27206,644401.1364113824
27207,15648785.503163205
27208,1556053.0322595374
27209,2872104.7541204025
27210,7462782.002813833
27211,8263201.138825117
27212,514998.67154814344
27213,6111725.355359448
27214,3759250.511416902
27215,814088.0391738559
27216,7316160.865748677
27217,447232.6203845497
27218,408215.2452527665
27219,6706487.94081708
27220,6974100.922914315
27223,1454848.551278931
27224,2218971.1743447315
27225,403505.795635945
27226,379792.9071525493
27227,3969540.1866839635
27228,3898930.445523409
27229,3704791.1906306543
27230,300159.6263273893
27231,24886.044590306272
27232,2657442.9493073374
27301,14091.924885303764
27321,1147432.2480751402
27322,7893841.375034076
27361,669481.996637834
27362,2125427.962771447
27366,80515.77267558644
27381,24816.24478191589
27382,976845.9830845445
27383,114838.3918208947
28101,9500239.271020563
28102,4878226.301071132
28105,5478211.980154183
28106,638190.0209557248
28107,3022501.1049808557
28108,3289923.92289941
28109,33644437.81839906
28110,17857733.68231111
28111,59302671.24655834
28201,88612916.91829215
28202,8318661.27912486
28203,26962758.043409053
28204,11758690.761544362
28205,10746205.308484312
28206,2931416.8251758297
28207,3617000.156421741
28208,7530684.668468505
28209,79568953.66349101
28210,53692937.849101394
28212,10603714.465502389
28213,15176088.730081186
28214,7380139.715408507
28215,57018488.463254444
28216,20669645.208726414
28217,8043388.082455255
28218,46752732.38310908
28219,28973258.849640872
28220,45124715.939738564
28221,20041415.622621235
28222,98538689.42449245
28223,145215063.91750202
28224,86983192.21970856
28225,193191800.38047004
28226,32778221.49916952
28227,343987051.05707324
28228,42137766.454233274
28229,31976780.592133805
28301,7414620.704898743
28365,72415280.48318967
28381,23720842.63285057
28382,3483685.339119696
28442,20078988.461401258
28443,20270875.94150758
28446,83028264.22676083
28464,1895594.7351010733
28481,14672161.240447523
28501,62361234.22538871
28585,40825414.309002444
28586,18459258.102934234
29201,58778589.31215558
29202,8768839.79380956
29203,983782.4802946502
29204,7246149.482276091
29205,1158921.85938923
29206,4479996.071713147
29207,20789635.122288078
29208,1535450.3826781306
29209,7068606.793349924
29210,8259674.543637267
29211,23381557.547394946
29212,53672523.179438606
29322,53454315.13351207
29342,14279672.207349971
29343,2374699.004010859
29344,1537859.5575087194
29345,90458.67971936152
29361,34583.877849861485
29363,966711.3473359884
29385,937928.2155285255
29386,1729095.8179865119
29401,136835.1234714066
29402,5456811.332193626
29424,1152054.4943157437
29425,1968541.3291265739
29426,11814715.203344228
29427,3179944.3168694945
29441,33515732.8089352
29442,32587107.091196705
29443,20959032.610189904
29444,3619559.1508707423
29446,3844748.6810607533
29447,2770905.738265048
29449,38935.25196822587
29450,2340394.28969235
29451,927838.0073623048
29452,117215.50965836576
29453,1072526.1220034384
30201,45640809.987133004
30202,83009939.92835377
30203,47862250.8013633
30204,27324761.41509905
30205,24620064.776311554
30206,313954225.26072675
30207,12205444.046763103
30208,165710537.09615842
30209,33993400.813094005
30304,98348607.1845133
30341,123271078.29078256
30343,38139892.59547366
30344,23070284.307689857
30361,17775760.122314084
30362,63125034.33350059
30366,257702679.49664763
30381,9718235.480591666
30382,44161230.16451905
30383,29848659.975775555
30390,55729502.90746202
30391,53341373.63863302
30392,263259365.59258834
30401,69090954.47958046
30404,27961558.68285116
30406,18819543.417913005
30421,8064473.8456227025
30422,5244148.060931032
30424,7265250.1383729065
30427,2490137.5264441054
30428,27012663.59697711
31201,156843547.30524954
31202,44749754.64275991
31203,39530497.62712268
31204,6337418.168289615
31302,25785395.82753756
31325,3620798.9224252813
31328,74533074.59245247
31329,100335895.89643078
31364,42768746.294962734
31368,805456.529041285
31370,57331355.387210935
31371,50999927.12753565
31372,47235617.20530422
31381,0.10584726100108448
31384,3413524.2726567597
31386,87015175.97028989
31389,24116574.352403726
31390,21895936.82025265
31401,96367908.45253123
31402,21076032.509671006
31403,13596506.302680587
32201,266433192.21514332
32202,217947128.39440882
32203,290084906.3776787
32204,44945938.33077065
32205,95188311.29154709
32206,84672005.4231602
32207,111548901.83620195
32209,467019983.40188056
32304,76951.66620930069
32343,125110824.94578144
32385,2320.862839098854
32386,194693579.08829775
32441,83206351.16195261
32448,224096612.59511107
32449,271244777.1145609
32501,55660356.61207307
32505,18383888.363212906
32525,24845164.92797078
32526,24850244.30824836
32527,12081165.631120034
32528,128723982.12698579
33101,138694747.08903402
33102,19466137.324707814
33103,117593836.91123159
33104,78456023.56019373
33201,1921214.3863980116
33202,198077301.06408438
33203,447533937.1931158
33204,35443308.24683329
33205,117976550.12331794
33207,227676498.52084607
33208,193595564.04014698
33209,481859577.89198124
33210,247970656.35560054
33211,226915948.3086728
33212,111089258.82451749
33213,191499736.92720705
33214,693327472.9247111
33215,397619967.51750946
33216,58906496.65816896
33303,313.2418034412993
33321,13456.715641311948
33323,642.8787791554009
33346,123074860.52826187
33423,7043164.228239715
33445,9679755.913693652
33461,84006968.51060951
33586,62264066.14299927
33606,363765593.2754653
33622,47121270.7166459
33623,44860573.58820382
33643,56606255.35637435
33645,40.39439724591767
33646,958.5521508944182
33663,73480875.74471667
33666,211468980.96267816
33681,237922839.45693654
34101,2104363.084294955
34102,2187697.945260774
34103,4187286.4545910736
34104,4387011.747750355
34105,11356465.374857558
34106,10092037.147589922
34107,4830110.882064268
34108,96236770.87350437
34202,101342820.82828432
34203,11394105.979344223
34204,238019684.9476053
34205,42387925.90689603
34207,243385031.25670877
34208,76735878.82228568
34209,387113753.3130549
34210,181284032.51993486
34211,43090292.632863574
34212,518052103.46003824
34213,149837389.4318984
34214,299750649.1298316
34215,67130643.78362618
34302,679055.6672135262
34304,139331.8940843948
34307,27145549.318737015
34309,1519413.7875000609
34368,296189815.3426186
34369,470393481.43035847
34431,14959528.334781999
34462,234736024.80364364
34545,222461813.39294013
35201,464356564.1665535
35202,77670042.20556849
35203,243971767.56532338
35204,593647263.8341416
35206,130651052.16320807
35207,16899842.03803588
35208,723386610.6223913
35210,84907996.87709512
35211,227249997.56620193
35212,116095388.64179735
35213,206935517.05510387
35215,113520466.62449771
35216,112079564.27362674
35305,125965361.6794358
35321,7784925.073124673
35341,31387017.503975317
35343,45999804.910577215
35344,31476817.175747156
35462,32.10955009803859
35502,106392862.68593578
36201,41096507.37391589
36202,30719704.768125266
36203,25662935.025106978
36204,18156346.05303563
36205,124626718.63293743
36206,133419020.83366022
36207,139612378.2612343
36208,292010503.7807434
36301,10547900.766762143
36302,68156873.29879984
36321,4867998.0858006785
36341,15040635.293866804
36342,13994645.30293893
36368,151079481.67413923
36383,1465574.3242918206
36387,4661138.676663327
36388,9744014.09836021
36401,9354662.87696789
36402,6573686.946324522
36403,1300745.8180167025
36404,12840116.306849433
36405,9186335.420742886
36422,1350.971746277085
36466,1.037409743764232
36468,112674866.70374359
36489,57656237.26146834
37201,282124782.43102205
37202,50940374.03638339
37203,10848981.674069427
37204,34445920.186945185
37205,35517573.234209694
37206,135381412.9885535
37207,121674658.1157984
37208,150727471.3075138
37322,21330215.942294423
37324,27790560.11171089
37341,20477157.013625506
37364,11910901.33949902
37381,147.17606314413794
37386,4006010.4407626595
37387,61803262.19355325
37403,1336224.891273462
37404,6402848.779694369
37406,156513215.92119095
38201,47466011.53770437
38202,145451570.5351964
38203,146075246.89062318
38204,102241306.2177352
38205,1785237.0825202079
38206,115595615.97439393
38207,142032439.16933712
38209,648.7589901896464
38210,69362241.80430919
38213,120310641.14212628
38214,457826996.2670983
38215,12246316.64977891
38356,25307153.87736454
38386,346253967.5327256
38401,15969624.258984677
38402,94027427.37786534
38422,203623612.6063724
38442,66840532.65103575
38484,77791605.15961854
38488,215908867.02123985
38506,167974852.44417977
39201,128505434.27232654
39202,2858629.373068851
39203,812987.0417798338
39204,24416274.86955973
39205,10132126.428474728
39206,7272947.4796435
39208,22256663.575913835
39209,20678454.88674729
39210,183639993.52192834
39211,18719143.953699455
39212,103849277.73574816
39301,3778332.9666970638
39303,5235157.573521521
39304,15827701.79060977
39305,47492565.443458185
39306,38733416.52544745
39307,2158718.9153794865
39341,47207128.83831047
39344,224979346.8255681
39363,147933868.2508817
39364,73841728.08479479
39386,233646578.1596139
39387,226199201.17854065
39401,95638057.51728997
39402,72098816.34256946
39403,31185452.959761932
39405,200981636.2368939
39410,37272365.94902489
39411,92176827.5008845
39412,337237393.44738466
39424,45834686.89969352
39427,50833382.938695446
39428,34805324.38390569
40101,1608324.2870888815
40103,35476405.65270484
40105,25717.536640244132
40106,4067869.6257920633
40107,17260627.650453564
40108,2957307.379428014
40109,10109266.529600352
40131,12551491.188944181
40132,783289.3675042067
40133,1649246.9116259913
40134,473298.7813500148
40135,8123687.747600435
40136,1315032.8990422236
40137,56277011.895023674
40202,11878946.395543644
40203,178323000.00700676
40204,4646238.037865002
40205,193574887.56178623
40206,27045687.147836227
40207,67342591.52085182
40210,451403825.18112105
40211,31190001.09020294
40212,12546246.520958008
40213,56612059.85365708
40214,95260429.72576945
40215,15207725.208642753
40216,28767631.0575402
40217,76090044.00661725
40218,8501768.96461263
40219,26484610.487103727
40220,109819613.39884308
40221,26979052.069757838
40223,5498332.245567973
40224,46144385.7354733
40225,109178616.65063183
40226,26065042.610611092
40227,120824749.12798084
40228,155227535.66664317
40229,93362959.13124521
40230,194522937.26372227
40231,56699025.392686196
40341,21366576.810103234
40342,29851099.149456687
40343,7739209.624094182
40344,14135685.992593728
40345,1303883.0377004596
40348,32397796.40784589
40349,11910007.924467042
40381,6846321.911961478
40382,9268226.701830419
40383,39834481.83493866
40384,21021552.38978921
40401,2264008.3034818172
40402,242116.11626072644
40421,18876485.763458706
40447,35230436.20985447
40448,36485259.31924035
40463,319.46869144301974
40483,1963.8004481117869
40503,20435447.53334804
40522,18367203.883238386
40541,2273571.224204091
40543,9193.26767870607
40544,36020666.53244385
40546,4789.154184689326
40601,21624108.049782347
40602,5586667.7294791965
40604,5134472.322779183
40605,33769645.93941779
40608,3271057.398857661
40609,18140616.853282366
40610,27682453.765320137
40621,29887367.588336237
40625,137977124.87331805
40642,4475591.120478848
40646,55884379.71843536
40647,102780168.15479231
41201,347872252.60164016
41202,353846962.86374867
41203,54736630.351013616
41204,89045980.39804566
41205,183293568.54426658
41206,172417580.15994883
41207,13682409.629402572
41208,80842128.70599355
41209,1136414.3079023743
41210,102128421.96901369
41302,431.0432985279721
41303,2068.136197603946
41304,62.40835850312137
41324,31.411931905696022
41327,28538508.935974576
41341,20067062.299825933
41345,10722205.96881856
41346,36287295.73578654
41387,32859533.60637988
41401,4050211.37111965
41423,10271345.981841503
41424,22344035.921351463
41425,90879461.62217024
41441,47999943.007396385
42201,164431726.7949499
42202,155886331.5718847
42203,21211320.84557337
42204,280948700.253307
42205,48928862.67719162
42207,88920651.94246614
42208,79573246.96894269
42209,330551137.9624491
42210,126699535.028972
42211,194226132.4811317
42212,208201854.03472778
42213,150443902.02255067
42214,137364099.99886623
42307,27082048.768322278
42308,19065398.18412188
42321,57947930.52551966
42322,34424091.93301045
42323,49726736.83931126
42342,27.862807759536935
42382,1671.9636685385876
42383,22904963.462691665
42389,893.2181966809567
42391,30442116.783790465
42411,203322374.07545358
42421,166.218151666468
43101,4578549.670874253
43102,32283377.825657047
43103,1285974.3068383315
43104,55938479.502225116
43105,48099333.872093834
43201,4846.9941169329595
43202,236253894.37700984
43203,142638430.21064886
43204,51777668.202741064
43205,137829477.69621134
43206,132801293.13183513
43208,259256425.0194592
43210,158366301.59097627
43211,59021187.68193578
43212,117150946.41543736
43213,167139899.82110193
43214,222370533.38772833
43215,633591340.3933673
