zip_file,outside_area_rate
01101-4300-14.zip,0.025794829374181538
01101-4300-15.zip,0.022150409028570683
01101-4300-16.zip,0.0030067421816489803
01101-4300-19.zip,0.021376636489209733
01101-4300-20.zip,0.006746698698902542
01101-4300-21.zip,0.002349199666684121
01101-4300-22.zip,0.003622836252040962
01101-4300-28.zip,0.13851790643715822
01101-4300-30.zip,0.06854749701729279
01101-4300-4.zip,0.0927793128593436
01101-4300-46.zip,0.03330667962000844
01101-4300-47.zip,5.408365935100079e-7
01101-4300-6.zip,0.0010165644092953174
01102-4306-1.zip,0.01184272812191478
01102-4306-14.zip,0.001080839326508043
01102-4306-16.zip,0.1498992338765862
01102-4306-2.zip,0.0002109770324224547
01102-4306-29.zip,0.009946065060100207
01102-4306-3.zip,0.04076476735539536
01102-4306-34.zip,0.0001283324651027984
01102-4306-35.zip,0.0011376321614410267
01102-4306-36.zip,0.011546722854070435
01102-4306-37.zip,0.0016228900764579945
01102-4306-38.zip,0.011632335375451275
01102-4306-39.zip,1
01102-4306-8.zip,1
01103-4306-10.zip,0.00601695159463389
01103-4306-3.zip,0.0029343089025083424
01103-4306-4.zip,0.00002216569580271166
01103-4306-47.zip,1
01103-4306-48.zip,0.8766577019138339
01103-4306-5.zip,0.0054098805279672035
01103-4306-50.zip,0.00661808789712548
01103-4306-51.zip,0.015803144865656926
01103-4306-52.zip,0.0018251247431215756
01103-4306-57.zip,0.32187626659844415
01103-4306-6.zip,0.00054357695721996
01103-4306-7.zip,0.06716974008439935
01103-4306-9.zip,0.02536608173272692
01104-4316-31.zip,0.017670613889743336
01104-4316-32.zip,0.001075730747398418
01104-4316-44.zip,0.019117406658440306
01104-4316-47.zip,1
01104-4316-54.zip,0.017048237121555454
01105-4307-1.zip,1
01105-4307-18.zip,0.007494088061321458
01105-4307-21.zip,0.0050760067479126425
01105-4307-22.zip,0.03946177622445435
01105-4307-23.zip,0.01403992940166554
01105-4307-24.zip,0.006759108945408543
01105-4307-25.zip,0.0029342456702969866
01105-4307-26.zip,1
01105-4307-27.zip,0.9986702572511286
01105-4307-28.zip,1
01105-4307-30.zip,0.02334053771882194
01105-4307-38.zip,0.09709751340484962
01105-4307-39.zip,0.00651546424213445
01105-4307-4.zip,0.011110729111926343
01105-4307-43.zip,0.010780526783266353
01105-4307-6.zip,0.0018300087962224154
01106-4307-15.zip,1
01106-4307-16.zip,1
01106-4307-24.zip,1
01106-4307-25.zip,1
01106-4307-26.zip,1
01106-4307-27.zip,1
01106-4307-29.zip,1
01106-4307-34.zip,1
01106-4307-39.zip,0.022308362819936423
01106-4307-41.zip,0.000883375624814664
01106-4307-43.zip,0.00007100780745139534
01106-4307-44.zip,0.020730450178467086
01106-4307-46.zip,0.003192798865975899
01106-4307-48.zip,0.0018337866763211697
01106-4307-50.zip,0.00008818090827544811
01106-4307-6.zip,0.0018211420582981974
01107-4313-18.zip,0.19636814210108156
01107-4313-41.zip,0.01197637977736099
01107-4313-42.zip,0.04143184308454961
01107-4313-43.zip,0.012927794911444135
01107-4313-45.zip,0.00033410999970773236
01108-4316-10.zip,0.01631839025671189
01108-4316-19.zip,0.0015978979036048724
01108-4316-24.zip,0.0022530679447614332
01108-4316-33.zip,1
01108-4316-36.zip,0.013585897590182361
01108-4316-4.zip,0.014321594549447925
01108-4316-40.zip,0.0022894163171898185
01109-4313-17.zip,0.01721047610886617
01109-4313-19.zip,0.03877585513496895
01109-4313-22.zip,0.8247789975069594
01109-4313-23.zip,0.1210035790167645
01109-4313-34.zip,0.024573218846221323
01109-4313-36.zip,1
01109-4313-40.zip,0.026546070145775702
01109-4313-41.zip,0.023289459075262697
01109-4313-42.zip,0.0019279563301504155
01109-4313-45.zip,0.004293557105192525
01110-4307-1.zip,0.0008964039698873272
01110-4307-11.zip,0.014227747311509997
01110-4307-12.zip,0.0001670138939691146
01110-4307-14.zip,0.0006598863171164426
01110-4307-15.zip,0.0005200912221956511
01110-4307-16.zip,0.002356357034183798
01110-4307-17.zip,1
01110-4307-19.zip,0.00003500818099344549
01110-4307-9.zip,0.0006745891171338059
01202-4400-1.zip,0.004585652921316852
01202-4400-102.zip,0.00839892671221465
01202-4400-103.zip,0.00225397028894625
01202-4400-11.zip,0.000642889273344216
01202-4400-111.zip,0.001920234814489108
01202-4400-114.zip,0.00006037614352916165
01202-4400-13.zip,0.0018201158393087447
01202-4400-16.zip,0.0008237089946442344
01202-4400-169.zip,0.00033350698366907405
01202-4400-17.zip,0.000007365577673446033
01202-4400-172.zip,0.002529727577817109
01202-4400-174.zip,0.00030379385294099226
01202-4400-175.zip,0.002247093682615886
01202-4400-178.zip,0.004875106473131607
01202-4400-179.zip,0.0013523713046647012
01202-4400-18.zip,0.0010828003462139968
01202-4400-180.zip,0.009149068719948916
01202-4400-194.zip,0.0028419701392612406
01202-4400-2.zip,0.0018511120689346239
01202-4400-207.zip,0.0007234684669518154
01202-4400-208.zip,0.0004585764051679986
01202-4400-209.zip,0.004715345086684031
01202-4400-21.zip,0.0011801255220870166
01202-4400-220.zip,0.008848903678640219
01202-4400-26.zip,0.00523400837661836
01202-4400-3.zip,0.00013154600718290332
01202-4400-38.zip,0.002276701821069649
01202-4400-41.zip,1
01202-4400-45.zip,0.0008590539073141112
01202-4400-46.zip,0.0003562450600479439
01202-4400-47.zip,0.00033122977235766626
01202-4400-48.zip,0.009253343282538462
01202-4400-71.zip,0.003641202521654785
01202-4400-73.zip,0.014881450965050225
01202-4400-77.zip,0.005466924691016839
01202-4400-78.zip,0.019544031913770965
01202-4400-89.zip,0.00007951184493715235
01203-4304-2.zip,0.013372338147356944
01203-4304-22.zip,1
01203-4304-25.zip,0.0024583431890512486
01203-4304-26.zip,0.012978963418949774
01203-4304-27.zip,0.00014358872476338824
01203-4304-29.zip,0.014959663485225483
01203-4304-33.zip,0.025794635252913478
01203-4304-37.zip,0.0010088971493137366
01203-4304-4.zip,0.004636448552089445
01203-4304-40.zip,0.0012925439856170673
01203-4304-41.zip,0.0020601398024051587
01203-4304-42.zip,0.0018530452232732308
01203-4304-43.zip,0.0056650372000298654
01203-4304-5.zip,0.00017558707863996048
01203-4304-51.zip,0.00010445307472117804
01203-4304-54.zip,0.0001024092064477733
01203-4304-57.zip,0.00014637731876920856
01203-4304-58.zip,0.000005024592946822892
01203-4304-59.zip,0.0014298791089386587
01203-4304-60.zip,0.001737307406531885
01203-4304-62.zip,0.00018147777376043006
01203-4304-64.zip,0.0011790721980632357
01203-4304-65.zip,0.00001907096582431933
01203-4304-67.zip,0.013745821021636462
01203-4304-70.zip,0.0018280862881111526
01204-4500-101.zip,0.0005879855300482406
01204-4500-103.zip,1
01204-4500-116.zip,0.04331343492712869
01204-4500-134.zip,0.000004688258733009931
01204-4500-138.zip,0.0018033660617652325
01204-4500-149.zip,0.01189128636839576
01204-4500-152.zip,0.000766825313120223
01204-4500-162.zip,0.006013199478815401
01204-4500-170.zip,0.008900427133339717
01204-4500-174.zip,0.0008760257335647115
01204-4500-212.zip,0.000019342646979891853
01204-4500-63.zip,0.010060363216404133
01204-4500-78.zip,1
01204-4500-86.zip,0.00004193810464359071
01204-4500-94.zip,0.005184214070183768
01204-4500-97.zip,0.004216144929325094
01204-4500-98.zip,0.004392614891112867
01204-4500-99.zip,0.03382412133001611
01205-4302-11.zip,0.00041756555477845403
01205-4302-12.zip,0.0067243137227289695
01205-4302-13.zip,0.046920593425373025
01205-4302-14.zip,0.008622883562224737
01205-4302-15.zip,0.00353366953629497
01205-4302-2.zip,0.002439966000631011
01205-4302-3.zip,0.0007298852014718804
01205-4302-30.zip,0.002298058103580747
01205-4302-37.zip,0.005853840197622584
01205-4302-40.zip,0.0005548528552263843
01205-4302-41.zip,0.0011673010413605356
01205-4302-42.zip,0.0003435282124395478
01205-4302-47.zip,0.0006480942957267644
01206-4600-114.zip,0.0004014862132496466
01206-4600-115.zip,0.01071079861981783
01206-4600-116.zip,0.006856259862071501
01206-4600-136.zip,0.005813304321023671
01206-4600-137.zip,0.018140564229696787
01206-4600-141.zip,0.001370808532906831
01206-4600-142.zip,0.014260415694446471
01207-4601-62.zip,0.0021206626812675378
01207-4601-86.zip,0.0038637461243842264
01207-4601-87.zip,0.0016453943855763153
01207-4601-89.zip,0.00041479562861912456
01208-4603-102.zip,0.00045158377322740417
01208-4603-104.zip,0.0008371505563957715
01208-4603-108.zip,0.0001977729833172459
01208-4603-109.zip,0.0014719763276530573
01208-4603-110.zip,0.01420422585711123
01208-4603-116.zip,0.0006553607847601395
01208-4603-19.zip,0.0022141143202906166
01208-4603-20.zip,0.008962124004222027
01208-4603-27.zip,0.000005059149159269971
