code,kokyozahyo_total,kokyozahyo_outside
09201,108965,656
09202,4910,
09203,66987,298
09204,4837,
09205,8546,99
09206,20073,16
09208,18229,17
09209,12307,125
09210,44650,701
09211,34033,220
09213,161490,327
09214,48302,484
09215,60515,495
09216,18957,21
09301,3291,41
09342,6792,78
09343,2128,388
09344,2118,24
09345,6306,121
09361,2414,88
09364,1764,64
09384,22905,7
09386,9747,276
09407,11766,
09411,56983,399
