code,kokyozahyo_total,kokyozahyo_outside
05201,119973,2587
05202,86015,430
05203,150383,795
05204,87321,152
05206,95564,99
05207,72376,70
05209,110392,183
05210,299388,455
05211,48758,261
05212,231474,1609
05213,178509,314
05214,125792,104
05215,117904,93
05303,15154,322
05327,16601,167
05346,11731,25
05348,87482,475
05349,34301,246
05361,50862,1467
05363,6799,13
05366,23138,171
05434,93329,840
05463,35384,244
05464,20013,144
