code,kokyozahyo_total,kokyozahyo_outside
19201,178841,1160
19202,20577,124
19204,53191,300
19205,134189,781
19206,50526,48
19207,116496,703
19208,172768,139
19209,339997,371
19210,115957,590
19211,196541,1448
19212,27057,212
19213,113174,607
19214,40282,635
19346,70337,556
19365,60903,23
19366,47271,9
19368,52273,207
19384,24046,828
19422,1129,
19423,10062,263
19424,13267,194
19425,1674,36
19429,16797,58
19430,17138,209
