code,zip_file,市区町村名,地番
30201,30201-1700-319.zip,和歌山市,768-3
30201,30201-1700-320.zip,和歌山市,746-1
30201,30201-1700-320.zip,和歌山市,686-1
30201,30201-1700-320.zip,和歌山市,685-1
30201,30201-1700-320.zip,和歌山市,684-1
30201,30201-1700-323.zip,和歌山市,232-2
30201,30201-1700-323.zip,和歌山市,232-3
30201,30201-1700-323.zip,和歌山市,233
30201,30201-1700-323.zip,和歌山市,234
30201,30201-1700-323.zip,和歌山市,235
30201,30201-1700-327.zip,和歌山市,1
30201,30201-1700-327.zip,和歌山市,2-2
30201,30201-1700-327.zip,和歌山市,2-3
30201,30201-1700-327.zip,和歌山市,2-6
30201,30201-1700-327.zip,和歌山市,3-1
30201,30201-1700-327.zip,和歌山市,4
30201,30201-1700-327.zip,和歌山市,5
30201,30201-1700-327.zip,和歌山市,26
30201,30201-1700-327.zip,和歌山市,28-1
30201,30201-1700-327.zip,和歌山市,64-4
30201,30201-1700-327.zip,和歌山市,65-3
30201,30201-1700-327.zip,和歌山市,66
30201,30201-1700-327.zip,和歌山市,67-1
30201,30201-1700-327.zip,和歌山市,67-2
30201,30201-1700-327.zip,和歌山市,109-1
30201,30201-1700-327.zip,和歌山市,109-8
30201,30201-1700-327.zip,和歌山市,27
30201,30201-1700-327.zip,和歌山市,65-6
30201,30201-1700-327.zip,和歌山市,65-2
30201,30201-1700-327.zip,和歌山市,65-1
30201,30201-1700-327.zip,和歌山市,64-7
30201,30201-1700-327.zip,和歌山市,64-1
30201,30201-1700-327.zip,和歌山市,64-2
30201,30201-1700-335.zip,和歌山市,1163-1
30201,30201-1700-335.zip,和歌山市,1164-1
30201,30201-1700-335.zip,和歌山市,1165
30201,30201-1700-335.zip,和歌山市,1168
30201,30201-1700-335.zip,和歌山市,1171
30201,30201-1700-34.zip,和歌山市,2022
30201,30201-1700-344.zip,和歌山市,2066-1
30201,30201-1700-353.zip,和歌山市,511
30201,30201-1700-353.zip,和歌山市,512
30201,30201-1700-353.zip,和歌山市,514-1
