code,zip_file,市区町村名,地番
27104,27104-1203-19.zip,大阪市此花区,1-40
27104,27104-1203-19.zip,大阪市此花区,1-1
27104,27104-1203-19.zip,大阪市此花区,1-1
27104,27104-1203-19.zip,大阪市此花区,1-33
27104,27104-1203-19.zip,大阪市此花区,1-37
27104,27104-1203-19.zip,大阪市此花区,1-38
27104,27104-1203-19.zip,大阪市此花区,1-40
27104,27104-1203-19.zip,大阪市此花区,1-41
27104,27104-1203-19.zip,大阪市此花区,1-43
27104,27104-1203-19.zip,大阪市此花区,1-42
27107,27107-1203-6.zip,大阪市港区,1-1
27107,27107-1203-6.zip,大阪市港区,1-12
27107,27107-1203-6.zip,大阪市港区,1-13
27107,27107-1203-6.zip,大阪市港区,1-15
27107,27107-1203-6.zip,大阪市港区,1-16
27107,27107-1203-6.zip,大阪市港区,1-17
27107,27107-1203-6.zip,大阪市港区,1-18
27107,27107-1203-6.zip,大阪市港区,1-19
27107,27107-1203-6.zip,大阪市港区,1-20
27107,27107-1203-6.zip,大阪市港区,1-21
27107,27107-1203-6.zip,大阪市港区,2-4
27107,27107-1203-6.zip,大阪市港区,2-5
27107,27107-1203-6.zip,大阪市港区,2-7
27107,27107-1203-6.zip,大阪市港区,2-8
27107,27107-1203-6.zip,大阪市港区,2-10
27107,27107-1203-6.zip,大阪市港区,2-12
27107,27107-1203-6.zip,大阪市港区,2-13
27107,27107-1203-6.zip,大阪市港区,2-14
27107,27107-1203-6.zip,大阪市港区,2-15
27107,27107-1203-6.zip,大阪市港区,2-16
27107,27107-1203-6.zip,大阪市港区,2-17
27107,27107-1203-6.zip,大阪市港区,2-18
27107,27107-1203-6.zip,大阪市港区,2-19
27107,27107-1203-6.zip,大阪市港区,101
27107,27107-1203-6.zip,大阪市港区,1-1
27107,27107-1203-6.zip,大阪市港区,1-2
27107,27107-1203-6.zip,大阪市港区,1-3
27107,27107-1203-6.zip,大阪市港区,1-4
27107,27107-1203-6.zip,大阪市港区,1-5
27107,27107-1203-6.zip,大阪市港区,1-6
27107,27107-1203-6.zip,大阪市港区,1-7
27107,27107-1203-6.zip,大阪市港区,1-8
27107,27107-1203-6.zip,大阪市港区,1-10
27107,27107-1203-6.zip,大阪市港区,1-11
27107,27107-1203-6.zip,大阪市港区,1-18
27107,27107-1203-6.zip,大阪市港区,1-19
27107,27107-1203-6.zip,大阪市港区,1-20
27107,27107-1203-6.zip,大阪市港区,1-23
27107,27107-1203-6.zip,大阪市港区,2-4
27107,27107-1203-6.zip,大阪市港区,1-16
27107,27107-1203-6.zip,大阪市港区,103
27107,27107-1203-6.zip,大阪市港区,114
27107,27107-1203-6.zip,大阪市港区,1-10
27107,27107-1203-6.zip,大阪市港区,1-9
27107,27107-1203-6.zip,大阪市港区,1-24
27107,27107-1203-6.zip,大阪市港区,1-25
27107,27107-1203-6.zip,大阪市港区,1-15
27107,27107-1203-6.zip,大阪市港区,1-27
27107,27107-1203-6.zip,大阪市港区,1-13
27107,27107-1203-6.zip,大阪市港区,101
27107,27107-1203-6.zip,大阪市港区,1-14
27107,27107-1203-6.zip,大阪市港区,1-12
27107,27107-1203-6.zip,大阪市港区,1-21W1
27107,27107-1203-6.zip,大阪市港区,2-1X(2/2)
27107,27107-1203-6.zip,大阪市港区,2-2X(1/2)
27107,27107-1203-6.zip,大阪市港区,2-1X(1/2)
27107,27107-1203-6.zip,大阪市港区,102
27107,27107-1203-8.zip,大阪市港区,106
27107,27107-1203-8.zip,大阪市港区,102
27107,27107-1203-8.zip,大阪市港区,103
27107,27107-1203-9.zip,大阪市港区,107
27107,27107-1203-9.zip,大阪市港区,108
27108,27108-1203-5.zip,大阪市大正区,125-1
27108,27108-1203-8.zip,大阪市大正区,19
27108,27108-1203-8.zip,大阪市大正区,25-1
27109,27109-1206-17.zip,大阪市天王寺区,301-1
27109,27109-1206-17.zip,大阪市天王寺区,301-19
27109,27109-1206-17.zip,大阪市天王寺区,301-20
27109,27109-1206-17.zip,大阪市天王寺区,301-21
27109,27109-1206-17.zip,大阪市天王寺区,301-24
27109,27109-1206-17.zip,大阪市天王寺区,301-25
27109,27109-1206-17.zip,大阪市天王寺区,301-26
27109,27109-1206-17.zip,大阪市天王寺区,301-27
27109,27109-1206-17.zip,大阪市天王寺区,301-28
27109,27109-1206-17.zip,大阪市天王寺区,301-29
27109,27109-1206-17.zip,大阪市天王寺区,301-30
27109,27109-1206-17.zip,大阪市天王寺区,301-40
27109,27109-1206-17.zip,大阪市天王寺区,301-41
27109,27109-1206-17.zip,大阪市天王寺区,350
27109,27109-1206-17.zip,大阪市天王寺区,351
27109,27109-1206-18.zip,大阪市天王寺区,303-1
27109,27109-1206-18.zip,大阪市天王寺区,350
27109,27109-1206-18.zip,大阪市天王寺区,351
27109,27109-1206-26.zip,大阪市天王寺区,1-1
27109,27109-1206-26.zip,大阪市天王寺区,1-2
27109,27109-1206-26.zip,大阪市天王寺区,1-30
27109,27109-1206-26.zip,大阪市天王寺区,1-31
27109,27109-1206-26.zip,大阪市天王寺区,1-32
27109,27109-1206-26.zip,大阪市天王寺区,1-33
27109,27109-1206-26.zip,大阪市天王寺区,1-34
27109,27109-1206-26.zip,大阪市天王寺区,1-35
27109,27109-1206-26.zip,大阪市天王寺区,1-36
27109,27109-1206-26.zip,大阪市天王寺区,1-48
27109,27109-1206-26.zip,大阪市天王寺区,1-49
27109,27109-1206-26.zip,大阪市天王寺区,1-50
27109,27109-1206-26.zip,大阪市天王寺区,1-51
27109,27109-1206-26.zip,大阪市天王寺区,2-15
27109,27109-1206-26.zip,大阪市天王寺区,2-16
27109,27109-1206-26.zip,大阪市天王寺区,2-17
27109,27109-1206-26.zip,大阪市天王寺区,8-1
27109,27109-1206-26.zip,大阪市天王寺区,8-2
27109,27109-1206-26.zip,大阪市天王寺区,8-14
27109,27109-1206-26.zip,大阪市天王寺区,8-15
27109,27109-1206-26.zip,大阪市天王寺区,8-16
27109,27109-1206-26.zip,大阪市天王寺区,8-17
27109,27109-1206-26.zip,大阪市天王寺区,8-18
27109,27109-1206-26.zip,大阪市天王寺区,8-19
27109,27109-1206-26.zip,大阪市天王寺区,8-20
27109,27109-1206-26.zip,大阪市天王寺区,50
27109,27109-1206-26.zip,大阪市天王寺区,2-1
27109,27109-1206-26.zip,大阪市天王寺区,53
27109,27109-1206-26.zip,大阪市天王寺区,2-14
27109,27109-1206-26.zip,大阪市天王寺区,52
27109,27109-1206-26.zip,大阪市天王寺区,51
27122,27122-1200-12.zip,大阪市西成区,20
27122,27122-1200-12.zip,大阪市西成区,28
27122,27122-1200-12.zip,大阪市西成区,29
27122,27122-1200-12.zip,大阪市西成区,30
27122,27122-1200-12.zip,大阪市西成区,38
27122,27122-1200-12.zip,大阪市西成区,44-1
27122,27122-1200-12.zip,大阪市西成区,45
27122,27122-1200-12.zip,大阪市西成区,27-9
27122,27122-1200-12.zip,大阪市西成区,27-10
27122,27122-1200-12.zip,大阪市西成区,27-11
27122,27122-1200-12.zip,大阪市西成区,27-12
27122,27122-1200-12.zip,大阪市西成区,31
27122,27122-1200-19.zip,大阪市西成区,1-1
27122,27122-1200-19.zip,大阪市西成区,1-2
27122,27122-1200-19.zip,大阪市西成区,1-3
27122,27122-1200-19.zip,大阪市西成区,1-4
27122,27122-1200-19.zip,大阪市西成区,1-5
27122,27122-1200-19.zip,大阪市西成区,2-1
27122,27122-1200-19.zip,大阪市西成区,2-3
27122,27122-1200-19.zip,大阪市西成区,2-4
27122,27122-1200-19.zip,大阪市西成区,2-5
27122,27122-1200-19.zip,大阪市西成区,2-6
27122,27122-1200-19.zip,大阪市西成区,2-7
27122,27122-1200-19.zip,大阪市西成区,2-8
27122,27122-1200-19.zip,大阪市西成区,2-9
27122,27122-1200-19.zip,大阪市西成区,2-10
27122,27122-1200-19.zip,大阪市西成区,2-11
27122,27122-1200-19.zip,大阪市西成区,2-12
27122,27122-1200-19.zip,大阪市西成区,2-13
27122,27122-1200-19.zip,大阪市西成区,2-14
27122,27122-1200-19.zip,大阪市西成区,2-15
27122,27122-1200-19.zip,大阪市西成区,2-16
27122,27122-1200-19.zip,大阪市西成区,2-18
27122,27122-1200-19.zip,大阪市西成区,3-1
27122,27122-1200-19.zip,大阪市西成区,3-3
27122,27122-1200-19.zip,大阪市西成区,3-6
27122,27122-1200-19.zip,大阪市西成区,3-27
27122,27122-1200-19.zip,大阪市西成区,3-28
27122,27122-1200-19.zip,大阪市西成区,3-29
27122,27122-1200-19.zip,大阪市西成区,3-30
27122,27122-1200-19.zip,大阪市西成区,3-31
27122,27122-1200-19.zip,大阪市西成区,3-32
27122,27122-1200-19.zip,大阪市西成区,3-33
27122,27122-1200-19.zip,大阪市西成区,3-34
27122,27122-1200-19.zip,大阪市西成区,3-35
27122,27122-1200-19.zip,大阪市西成区,3-36
27122,27122-1200-19.zip,大阪市西成区,3-37
27122,27122-1200-19.zip,大阪市西成区,3-38
27122,27122-1200-19.zip,大阪市西成区,3-39
27122,27122-1200-19.zip,大阪市西成区,3-40
27122,27122-1200-19.zip,大阪市西成区,3-41
27122,27122-1200-19.zip,大阪市西成区,3-42
27122,27122-1200-19.zip,大阪市西成区,3-47
27122,27122-1200-19.zip,大阪市西成区,3-48
27122,27122-1200-19.zip,大阪市西成区,3-49
27122,27122-1200-19.zip,大阪市西成区,3-50
27122,27122-1200-19.zip,大阪市西成区,3-51
27122,27122-1200-19.zip,大阪市西成区,4-1
27122,27122-1200-19.zip,大阪市西成区,4-2
27122,27122-1200-19.zip,大阪市西成区,4-3
27122,27122-1200-19.zip,大阪市西成区,4-4
27122,27122-1200-19.zip,大阪市西成区,2-17
27122,27122-1200-19.zip,大阪市西成区,2-19
27122,27122-1200-19.zip,大阪市西成区,3-7
27122,27122-1200-22.zip,大阪市西成区,1-1
27122,27122-1200-22.zip,大阪市西成区,1-2
27122,27122-1200-22.zip,大阪市西成区,1-3
27122,27122-1200-22.zip,大阪市西成区,1-4
27122,27122-1200-22.zip,大阪市西成区,1-13
27122,27122-1200-22.zip,大阪市西成区,1-15
27122,27122-1200-22.zip,大阪市西成区,1-16
27122,27122-1200-22.zip,大阪市西成区,1-17
27122,27122-1200-22.zip,大阪市西成区,1-21
27122,27122-1200-22.zip,大阪市西成区,6-1
27122,27122-1200-22.zip,大阪市西成区,6-4
27122,27122-1200-22.zip,大阪市西成区,1-20
27122,27122-1200-22.zip,大阪市西成区,1-18
27122,27122-1200-22.zip,大阪市西成区,1-7
27122,27122-1200-26.zip,大阪市西成区,117-1
27122,27122-1200-26.zip,大阪市西成区,117-2
