code,kokyozahyo_total,kokyozahyo_outside
24201,61962,22
24202,50249,13455
24203,28888,142
24204,52360,1715
24205,14865,7
24207,20262,102
24208,17277,4486
24209,466,
24210,3843,27
24211,22916,283
24212,2559,59
24214,24264,35
24215,81606,831
24216,109640,1594
24303,4809,65
24324,20063,168
24341,1693,1
24343,2958,19
24344,3710,97
24441,18819,15
24442,3326,30
24443,6396,5
24461,39,
24470,6130,
24471,2211,79
24472,1595,23
24543,4905,
24561,12185,39
24562,4791,39
