code,zip_file,市区町村名,地番
02201,02201-4200-216.zip,青森市,5-11
02201,02201-4200-216.zip,青森市,10
02201,02201-4200-216.zip,青森市,103
02201,02201-4200-216.zip,青森市,106
02201,02201-4200-216.zip,青森市,109
02201,02201-4200-216.zip,青森市,104
02201,02201-4200-221.zip,青森市,292
02201,02201-4200-221.zip,青森市,437-1
02201,02201-4200-225.zip,青森市,269
02201,02201-4200-225.zip,青森市,322
02201,02201-4200-225.zip,青森市,323
02201,02201-4200-225.zip,青森市,324
02201,02201-4200-225.zip,青森市,346
02201,02201-4200-228.zip,青森市,51
02201,02201-4200-228.zip,青森市,52
02201,02201-4200-228.zip,青森市,53
02201,02201-4200-228.zip,青森市,96
02201,02201-4200-238.zip,青森市,294
02201,02201-4200-239.zip,青森市,243-26
02201,02201-4200-239.zip,青森市,243-355
02201,02201-4200-239.zip,青森市,243-381
02201,02201-4200-239.zip,青森市,243-409
02201,02201-4200-239.zip,青森市,243-434
02201,02201-4200-239.zip,青森市,243-435
02201,02201-4200-239.zip,青森市,243-629
02201,02201-4200-239.zip,青森市,243-814
02201,02201-4200-239.zip,青森市,243-815
02201,02201-4200-239.zip,青森市,243-408
02201,02201-4200-239.zip,青森市,243-407
02201,02201-4200-239.zip,青森市,243-406
02201,02201-4200-242.zip,青森市,178-1
02201,02201-4200-246.zip,青森市,1-256
02201,02201-4200-247.zip,青森市,146-14
02201,02201-4200-247.zip,青森市,146-15
02201,02201-4200-247.zip,青森市,9-2
02201,02201-4200-247.zip,青森市,9-8
02201,02201-4200-247.zip,青森市,9-10
02201,02201-4200-247.zip,青森市,9-14
02201,02201-4200-247.zip,青森市,9-30
02201,02201-4200-247.zip,青森市,9-31
02201,02201-4200-247.zip,青森市,9-32
02201,02201-4200-247.zip,青森市,9-33
02201,02201-4200-247.zip,青森市,9-42
02201,02201-4200-247.zip,青森市,9-43
02201,02201-4200-247.zip,青森市,9-44
02201,02201-4200-247.zip,青森市,9-45
02201,02201-4200-247.zip,青森市,9-67
02201,02201-4200-247.zip,青森市,9-69
02201,02201-4200-247.zip,青森市,1-7
02201,02201-4200-255.zip,青森市,257
02201,02201-4200-255.zip,青森市,326
02201,02201-4200-255.zip,青森市,355
02201,02201-4200-255.zip,青森市,356
02201,02201-4200-255.zip,青森市,357
02201,02201-4200-255.zip,青森市,358
02201,02201-4200-255.zip,青森市,359-1
02201,02201-4200-255.zip,青森市,359-2
02201,02201-4200-255.zip,青森市,359-3
02201,02201-4200-255.zip,青森市,386
02201,02201-4200-255.zip,青森市,397
02201,02201-4200-255.zip,青森市,431
02201,02201-4200-255.zip,青森市,432
02201,02201-4200-255.zip,青森市,443
02201,02201-4200-257.zip,青森市,461
02201,02201-4200-257.zip,青森市,462
02201,02201-4200-257.zip,青森市,514
02201,02201-4200-257.zip,青森市,584
02201,02201-4200-268.zip,青森市,346-26
02201,02201-4200-268.zip,青森市,346-27
02201,02201-4200-268.zip,青森市,346-28
02201,02201-4200-268.zip,青森市,346-31
02201,02201-4200-268.zip,青森市,346-33
02201,02201-4200-268.zip,青森市,346-34
02201,02201-4200-268.zip,青森市,346-36
